raw,processed,Sentimen
"Aplikasi yang sangat bagus, karena memudahkan kita untuk segala transaksi online, seperti beli pulsa data di My Telkomsel, pembayaran online, dan masi banyak lagi kegunaannnya. Ayo! Buruan tunggu apalagi segera download aplikasi LinkAja di google play store mu!!:)",aplikasi bagus memudahkan untuk transaksi onlen beli pulsa data my telkomsel pembayaran onlen kegunaanya ayo buruan tunggu download aplikasi linkaja google play store mu,
Gan mohon di tanggapi ulasan saya. Di aplikasi dana ini saya di minta memasukan KTP saya. Apa itu akan aman dan tidak akan terjadi penipuan.takutnya di salah gunakan KTP saya ini.,juragan tanggapi ulasan aplikasi dana meminta memasukan ktp aman terjadi penipuan takutnya salah gunakan ktp,
"Aplikasi gak jelas,kmren dah di coment. Tau tau ilang. Ati ati aja pakai aplikasi ini Dana yg terikirm/salah kirim. Gak bisa di blok,gak bisa di urus kembali. Intinya Ilang. CS hanya Kedok, No WA juga kedok,Email apalagi. Buat penguna,ati ati aja. Jangan sampai jadi korban.",aplikasi jelas kemarin komen tahu tahu hilang ati ati pakai aplikasi dana terikirm salah kirim blok urus kembali intinya hilang cs kedok no whatsapp kedok email penguna ati ati jadi korban,
Sumpah apk makin hari makin parah . TF antar ovo gk bisa .TF antar bank ngga bisa .beli voucher geogel plal harus nunggu 1x24 JM bisanya top up doank .. makin kesini makin kecewa .,sumpah aplikasi parah tf ovo gak tf bank beli voucher geogel plal menunggu jm bisanya top up doang kesini kecewa,
mkch dengan ada nya apl ini ...membuat saya mrasa lebih mudah bertransaksi ...beli pls atau byr listrik dan yg lain nya ....sangat mudah dan cepat,mkch apl membuat mrasa mudah bertransaksi beli bayar listrik mudah cepat,
"Apk link aja ini keren banget. Saya bisa melakukan berbagai transaksi seperti menerima atau mengirimkan uang dengan proses yang cepat, beli pulsa pun g pake lama, yang pasti sejauh ini aplikasinya recommended bangetz. Dan beberapa bulan yang lalu ngebantu aq banget cz aplikasi ini connect with prakerja.go.id utk penarikan dana. Terimakasih Linkaja!",aplikasi link keren banget melakukan berbagai transaksi menerima mengirimkan uang proses cepat beli pulsa pakai sejauh aplikasinya recommended bangetz bulan membantu banget cz aplikasi connect with prakerja go id untuk penarikan dana terimakasih linkaja,
"Entah kenapa dana saya ""Sistem sedang sibuk"" mulu, padahal dari kemarin2 lancar lancar aja... Jadi ga bisa masuk ke akun Dana nya... Tolong dong perbaiki... Saya mau top up....",tidak tahu dana sistem sibuk terus kemarin lancar lancar jadi masuk akun dana perbaiki top up,
"Ini biang tarif ojol semua aplikasi jadi nyekek driver kalau saya punya kuasa suruh minggat nehh aplikasi di indonesia kembalikan tarif ojol seperti sebelum kalian pegang grab kalian tuh biang keladinya buat driver semua ojol sengsara klo ngak bisa bersaing dengan gojek ngapain ngerusak harga ojol, sudah ngacak ngacak grab dan tarif ojol di indonesia tutup dech neh aplikasi ovo di grab",biang tarif ojol aplikasi jadi nyekek driver punya kuasa suruh minggat nehh aplikasi indonesia kembalikan tarif ojol pegang grab biang keladinya driver ojol sengsara nggak bersaing gojek sedang apa ngerusak harga ojol ngacak ngacak grab tarif ojol indonesia tutup deh nih aplikasi ovo grab,
"Hallo bca, Kenapa saya sudah topup 300rb ,kemudian dibelikan pulsa150rb pertama, ket: sistem gagal akan tetapi saldo saya tetap terpotong, namun pulsa tidak masuk ,saya tes lagi awalnya gak percaya, saya tes yg 50rb tetap saja seprti yg tadi? Apakah bisa di kembalikan saldo saya 200rb . Kalau sudah seperti ini Apa tidak memikirkan dosa ?",halo baca topup ribu dibelikan pulsa ribu pertama ket sistem gagal saldo tetap terpotong pulsa masuk tes awalnya percaya tes ribu tetap seprti kembalikan saldo ribu memikirkan dosa,
Aplikasi ngehe ..mau daftar bisa lama banget ..bolak balik masukin nomer telpon tapi gak bisa2 .. harusnya kalau pengen banyak pengguna ..di perbaiki lagi kualitasnya ..di permudah cara daftarnya,aplikasi kesal daftar banget bolak balik masukkan nomer telpon pengguna perbaiki kualitasnya permudah cara daftarnya,
Aplikasi dana sangat membantu saya...memudahkan transfer dan pembayaran. top up dan transfer antarbank tidak di kenakan biaya... Terima kasih..,aplikasi dana membantu memudahkan transfer pembayaran top up transfer antarbank kenakan biaya terima,
Teransperan ku berhasil tapi dananya tidak ada masuk rekening bagai mana ini tolong pihak ovo bantu saya memperjelas transferan saya yg status berhasil tapi di rekening tidakenerima dana??,teransperan ku berhasil dananya masuk rekening pihak ovo bantu memperjelas transferan status berhasil rekening tidakenerima dana,
"Bagus, informatif, mudah, aman, cepat, oke punya. LinkAja sukses selalu best to the best.",bagus informatif mudah aman cepat oke punya linkaja sukses best tryout the best,
"Enggak nyangka kalo untuk transaksi sekarang mudah sekalu, tidak perlu repot nyari-nyari mesin. Dulu waktu pergi-pergi repot sekali untuk transaksi nyari mesin dulu, belum lagi waktu itu banknya berbeda-beda. Pusing minta ampun, harus nunggu antri juga kalo buru-buru untuk hal yang mendesak jadi sulit. Untung sekarang ada link aja, pas nyobah pake enak banget enggak perlu panas-panas. Mau transaksi yang ovo, bayar tagihan, bayar asuransi,gopay, bayar gojek, bayar grab food jadi mudah sekarang.",menyangka untuk transaksi mudah sekalu perlu repot mencari mencari mesin waktu pergi pergi repot untuk transaksi mencari mesin waktu banknya berbeda beda pusing meminta ampun menunggu antri buru buru untuk mendesak jadi sulit untung link pas nyobah pakai enak banget perlu panas panas transaksi ovo bayar tagihan bayar asuransi gopay bayar gojek bayar grab food jadi mudah,
"Aplikasi nya kayaknya tipu tipu , sudah ikuti semua step nya , dan tinggal pencairan uang , tapi malah diberi beberapa alasan dengan ada beberapa ribu player yg sedang menunggu pencairan , sudah saya tunggu lebih dari 5 hari , tapi hasil nya tetap sama , sepertinya aplikasi ini memang fake , hati hati ya boss yg mau instal , saran aja",aplikasi tipu tipu ikuti step tinggal pencairan uang diberi alasan ribu player menunggu pencairan tunggu hasil tetap aplikasi fake hati hati instal saran,
"Customer service ovo terlalu lama mengatasi kendala customer selama 5 hari padahal sedang dibutuhkan segera. Pesan saya lewat email hanya dibalas dengan jawaban yang saya kayak copy paste gitu tinggal diganti nama orangnya. Habis akun saya diblokir, apakah saya bisa ganti nomor dan dananya dipindahkan ke nomor baru? Respon cepat!",customer service ovo mengatasi kendala customer dibutuhkan pesan lewat email dibalas jawaban copy paste tinggal diganti nama orangnya habis akun diblokir ganti nomor dananya dipindahkan nomor respon cepat,
"Aplikasi ini knp ya padahl kmr2 gpp tidak masuk ke dana 4hri aj masuk susah bnget pdhl udah masuk akun dah verifikasi wajah eh malah berulng ulng gtu terus...mhon infonya sist,trima kasih",aplikasi kmr tidak apa-apa masuk dana aja masuk susah banget masuk akun verifikasi wajah eh berulng ulng gitu terus mhon infonya sist terima kasih,
Saya melakukan pembayaran menggunakan QRiS status dlm proses trs sudah berhari hari sy sudah kirim email tp TDK responsif harusnya kalo gagal ya kembalikan uang sy ke saldo jd menurut sy sangat buruk pelayanannya.,melakukan pembayaran menggunakan qris status proses terus berhari kirim email responsif gagal kembalikan uang saldo jadi menurut buruk pelayanannya,
Woy yg BNR kau aplikasi dana. Saya top up di alfamart udh ada struk nya. Tapi GK masuk ke aplikasi uang nya. Bener2 GK nyaman simpan uang di aplikasi ini. Hati2 buat yg mau download.. mikir2 dulu mendingan,woy benar aplikasi dana top up alfamaudh struk gak masuk aplikasi uang benar gak nyaman simpan uang aplikasi hati download mikir mendingan,
"Mau daftar aja susah banget, memang KTP aku kurang jelas, tapi ada SIM kendaraan bermotor, tapi tetap saja gagal, kayaknya memang dana itu suka mempersulit orang aja",daftar susah banget ktp kurang jelas sim kendaraan bermotor tetap gagal dana suka mempersulit orang,
Bagus sekali saya bisa pinjam uang ke teman dengan mudah bairpun jauh dana langsung masuk baru pertama punya pengalan semudah ini dengan ke uangan hanya dengan aplikasi ini semoga lebih baik lagi dan lebih nyaman dan aman,bagus pinjam uang teman mudah bairpun jauh dana langsung masuk pertama punya pengalan semudah uangan aplikasi semoga baik nyaman aman,
Pembayaran pulsa sukses tapi pulsa nya masih belum masuk Sudah seharian menunggu masih tidak ada tanggapan dari pihak dana Sangat mengecewakan 😠😠😠,pembayaran pulsa sukses pulsa masuk seharian menunggu tanggapan pihak dana mengecewakan,
"Aplikasi sampah!!! Uang gua ketahan (menunggu) gara² tf gagal giliran di chat lewat wa, dm twitter, sama email ga ada respon sama sekali, pas ditelpon cs nya baru ngomong sebentar langsung di matiin sampe abis pulsa 20rb lebih cuma buat nanya ke cs yg belum sampe 2 menit ngomong langsung panggilan di akhiri.. Aplikasi jelek!!! Bagi yg belum download Jangan di download deh slow respon bener ini cs nya",aplikasi sampah uang ketahan menunggu gara tf gagal giliran chat lewat whatsapp dm twitter email respon pas ditelpon cs bicara sebentar langsung matiin habis pulsa ribu tanya cs menit bicara langsung panggilan akhiri aplikasi jelek download download deh slow respon benar cs,
"Ni apk knpa dah, sampah bangat, baru kemaren gw buat akun, eh barusan di buka kagak bisa katanya pake pin, lah gw aja dari download ape skrang belum ada t buat pin atau sgla macamnya, eh tau2 nya tadi pas buka malah minta pin/sandi lah gw mau ksih pin/ sandi apaan aplikasih sampah, noh dengarin ulasan orang2, malah bilang maaf maaf maaf pake robot setan, ah dah lah gw report aja apk nih, sekali sampah bakalan tetap jadi sampah, apk pantekkk",aplikasi sampah banget kemarin akun eh barusan katanya pakai pin download pin macamnya eh tahu pas meminta pin sandi pin sandi aplikasih sampah noh mendengarkan ulasan orang bilang maaf maaf maaf pakai robot setan ah repoaja aplikasi sampah tetap jadi sampah aplikasi pantek,
"Berkali sms register. Di aplikasi muncul tulisan ""Sistem sedang tidak tersedia"". Buang buang pulsa aja",berkali sms register aplikasi muncul tulisan sistem tersedia buang buang pulsa,
Transfer ke bank bri pending. Dana sudah berkurang. Harus menunggu 24 jam . Kirim uang ke rekening bank . Mau di pakai hari ini juga . Itu uang mau di pakai buat bayar hutang . Jawabannya : Info lanjut hubungi email : @linkajah.id 😤😤😤😤😤😤😤😤😤😤 Kacauuuuuuuuuuuuuu Kapoooookkk ga mau pakai link ajah lagi . Pindah ke DANA atau GO PAY . Lancarrrrrrrrrrrrrrrrr,transfer bank bri pending dana berkurang menunggu jam kirim uang rekening bank pakai uang pakai bayar hutang jawabannya informasi lanjut hubungi email id kacau kapok pakai link pindah dana go pay lancar,
Mohon di bantu customer . Saya membeli paket kuota 12 GB . Sehingga sampai sekarang tidak ada masuk .. sudah menunggu 1x24 jam tetapi tidak ada masuk ke nomor saya . Terima kasih,bantu customer membeli paket kuota gb masuk menunggu jam masuk nomor terima,
Dana semakin kesini semakin dibuat sulit. Saya menghubungi chat whattsap lama bangat tetapi dia kalau saya tidak balas chat dalam waktu 5 menit dicancel,dana kesini dibuat sulit menghubungi chat whattsap banget balas chat waktu menit dicancel,
"ovo makin kagak jelas, kemaren2 transfer uang ke bank mudah tapi sekarang udah berapa hari selalu tidak bisa, kalau emang admin nya gk niat untuk melihara ovo iya gpp lgian juga udah neg pakai ovo banyak gangguan.",ovo jelas kemarin transfer uang bank mudah admin gak niat untuk memelihara ovo tidak apa-apa lgian neg pakai ovo gangguan,
"Sebenarnya aplikasi ini sangat membantu, tapi sayangnya kalo mau komlpain dan melakukan pengaduan sangat lambat di respon. Untuk menghubungi service centre sistemnya ribet pake banget, tolong di permudah untuk kontak senternya, biar gampang hubungi kalian para operator. Bintang 1 sangat cocok untuk kalian",aplikasi membantu sayangnya komlpain melakukan pengaduan lambat respon untuk menghubungi service centre sistemnya ribet pakai banget permudah untuk kontak senternya gampang hubungi operator bintang cocok untuk,
"Kok saya ngerasa ada bau2 kecurangan ya di Aplikasi ini? Masa total GrabFood saya 170rb terus yg dipotong di saldo Linkaja 190rb gila juga ya potongannya??? Udah komplen tapi boro² mau ditanggapin... Udah kirim Email juga percuma!! Jangan² selama ini saldo saya banyak yg dipotong sesuka hati tapi krn saking percayanya jadi pikirku ya Fine Fine aja... Tolong lebih teliti ya yg mau install / yg udh instal, sering² dicek riwayat pengeluarannya.... Jangan sampai kita cuek malah abis saldo nya.",merasa bau kecurangan aplikasi masa total grabfood ribu terus dipotong saldo linkaja ribu gila potongannya komplen ditanggapin kirim email saldo dipotong sesuka hati saking percayanya jadi pikirku fine fine teliti install udah instal dicek riwayat pengeluarannya cuek habis saldo,
"Makin ke sini makin ribet nich DANA, dari kemarin mau tranfer uang ke rek Bank tidak bisa terus,, klo begini terus jadi khawatir nich mau transaksi ke uangan lewat apk DANA",ribet nih dana kemarin tranfer uang rek bank terus terus jadi khawatir nih transaksi uangan lewat aplikasi dana,
"Admin tolong dengarkan kami para nasabah BCA / lebih tepatnya pengguna SAKUKU, tolong kalau Update jgn harus maksa kami para pengguna.. Iya memang kalian update app utk fitur2 terbaru namun tolong kasih kami pilihan update lain waktu atau nanti.. Kayak aplikasi lain2 misal ovo, gojek, dll mereka selalu membebaskan konsumen mau aplikasi lama gpp atau terbaru jg malah bagus yg pnting konsumen merasa nyaman.. Tolong kak dengerin keluhan kami kalau update jgn maksa",admin dengarkan nasabah baca tepatnya pengguna sakuku update maksa pengguna update app untuk fitur terbaru pilihan update waktu aplikasi misal ovo gojek dan lain-lain membebaskan konsumen aplikasi tidak apa-apa terbaru bagus penting konsumen merasa nyaman kak dengarkan keluhan update maksa,
"Harus di komplain ini via link aja, soal ya pencairan prakerja juga belum pada cair, sedangkan ewallet yg lain sudah pada masuk pencairan insentif ya, bukan satu orang loh, pencairan prakerja itu , hati2 instansi pemeerintah tau, bisa bahaya aplikasi ini",komplain via link soal pencairan prakerja cair ewallet masuk pencairan insentif satu orang loh pencairan prakerja hati instansi pemeerintah tahu bahaya aplikasi,
"Jadi kecewa sama ovo, karena jadi sering error terus alias sering keluar masuk apk jadi kurang seru",jadi kecewa ovo jadi error terus alias keluar masuk aplikasi jadi kurang seru,
"Ga bsa transfer...knapa makin jelek aja playananya Mohon di perbaiki agar kita pengguna ovo nyaman dan terbantuAuto bintang 1 dan uninstall aja,ga guna",transfer knapa jelek playananya perbaiki pengguna ovo nyaman terbantuauto bintang uninstall,
Jujur aplikasi DANA sgt banyak membantu memepermudah transaksi2 saya. Cuma kok sekarang loading nya lama kali yah??? Padahal dulu gak gitu. Koneksi internet saya juga stabil. Nonton youtube aja juga gak buffering. Tolong responnya,jujur aplikasi dana membantu memepermudah transaksi loading kali ya koneksi internet stabil menonton youtube buffering responnya,
"Saya sebagai pengguna LinkAja ingin memberi ulasan tentang aplikasi ini, dijamin keren banget. Bisa memudahkan banyak hal, seperti pembayaran listrik, membeli pulsa/paket data, BPJS, pegadaian, bayar pajak, bisa bayar tagihan hanya lewat aplikasi di handphone saja.",pengguna linkaja memberi ulasan aplikasi dijamin keren banget memudahkan pembayaran listrik membeli pulsa paket data bpjs pegadaian bayar pajak bayar tagihan lewat aplikasi handphone,
"Terimakasih ovo memberikan pelayanan yg sangat baik semoga semakin sukses dan menjadi aplikasi yg terbaik , saya sangat puas dengan aplikasi ovi",terimakasih ovo memberikan pelayanan baik semoga sukses menjadi aplikasi terbaik puas aplikasi ovi,
Kenapa pas mau masuk ke aplikasi dana sekarang susah banget ya nge bugg banget aplikasinya lagi di butuhin banget buat di pake eeh malah gak bisa masuk2 tolong untuk di perbaiki lagi agar saya bisa masuk ke aplikasinya,pas masuk aplikasi dana susah banget nge bugg banget aplikasinya butuhin banget pakai eeh masuk untuk perbaiki masuk aplikasinya,
