raw,labels,processed
"harga steak dan makanan standar , harga minuman murah < 25k rasa lumayan , tempat nyaman . alternatif menghabiskan malam minggu dengan teman atau keluarga .",1,harga steak makanan standar harga minuman murah rasa lumayan tempat nyaman alternatif menghabiskan malam minggu teman keluarga
kurban . agama bodoh . orang miskin tidak butuh domba dan sapi dipotong berdarah-berdarah disaksikan ratusan orang . orang miskin butuh beasiswa dan perbaikan rumah yang layak . makan pakai sayur nangka juga bisa hidup ratusan tahun tidak perlu daging juga .,-1,kurban agama bodoh orang miskin butuh domba sapi dipotong berdarah berdarah disaksikan ratusan orang orang miskin butuh beasiswa perbaikan rumah layak makan pakai sayur nangka hidup ratusan tahun perlu daging
"interior nya homy banget seperti di rumah sendiri . bisa buat foto-foto lho . seperti di ruang tamu rumah kita . hahahaha . makanan nya juga banyak pilihan . tapi rasanya biasa saja . es krim nya enak-enak , yang paling bikin penasaran es krim yang isi nya cacing .",1,interior homy banget rumah foto foto lho ruang tamu rumah hahahaha makanan pilihan rasanya es krim enak enak penasaran es krim isi cacing
punya restoran harus mewah rapi masa ini berlumut berjamur pelayan kurang memuaskan masa saya ditumpahkan air mana minum nya ada madu saya itu alergi madu,-1,punya restoran mewah rapi masa berlumut berjamur pelayan kurang memuaskan masa ditumpahkan air minum madu alergi madu
"kalau ke bandung wajib makan mie kocok ini , menurut saya paling enak . walaupun tempat nya dipinggiran ruko , dan untuk makan nya mesti berusaha untuk dapatkan bangku , tapi layak banget kalau dibandingkan rasanya . kikil nya banyak , kuah nya gurih banget dan mie nya lebar dan tipis . harga nya juga terjangkau . teh terbaik mie kocok di bandung .",1,bandung wajib makan mie kocok menurut enak tempat dipinggiran rumah toko untuk makan mesti berusaha untuk dapatkan bangku layak banget dibandingkan rasanya kikil kuah gurih banget mie lebar tipis harga terjangkau kakak perempuan terbaik mie kocok bandung
"keluar tol pasteur , lalu naik jalan layang pasopati , turun di dago , lampu merah lurus dan lampu merah kedua belok kiri , setelah lampu merah pelan-pelan , sekitar 20 meter dari lampu merah ada akan menemukan toko kue kartika sari . selain toko kue yang menjual aneka kue yang biasa dijadikan oleh-oleh dari bandung , di sini ada restoran madame sari , makanan nya bervariasi .",1,keluar tol pasteur naik jalan layang pasopati turun dago lampu merah lurus lampu merah kedua belok kiri lampu merah pelan pelan meter lampu merah menemukan toko kue kartika sari toko kue menjual aneka kue dijadikan bandung restoran madame sari makanan bervariasi
"kecewa sama barista yang literally menambahkan additional tanpa bilang ada biaya nya . maksud gue , kalau harga akhir produk akan berubah wajar nya dikasih tahu sebelum dia input tidak sih ? apalagi sama new pelanggan",-1,kecewa barista literally menambahkan additional bilang biaya maksud harga akhir produk berubah wajar dikasih tahu input new pelanggan
kalau partai politik rusak akan merusak demokrasi bangsa ini . tapi kalau fadli zonk nya rusak kagak berpengaruh bagi bangsa ini !,-1,partai politik rusak merusak demokrasi bangsa fadli bodoh rusak berpengaruh bangsa
"sudah fakta dana negara ini bocor , pak prabowo bukan mengada-ngada . bahkan mentri nya kodok sendiri yaitu bu susi yang bilang kekayaan negara ini bocor ke luar bukan mengada-ngada . kamu orang-orang iq cetek masih membela pembohong kan ini membuat kita mempertanyakan isi otak lu .",-1,fakta dana negara bocor pak prabowo mengada ngada mentri kodok bu susi bilang kekayaan negara bocor luar mengada ngada orang orang cetek membela pembohong membuat mempertanyakan isi otak
"gnpf fpi fui pas jamaah ansharut tauhid mmi penceramah yang sering mendiskreditkan pemerintah , menghina dan mengharamkan orang atau kelompok lain .",-1,gnpf fpi fui pas jamaah ansharut tauhid mmi penceramah mendiskreditkan pemerintah menghina mengharamkan orang kelompok
"restoran ini punya meja makan di tengah sawah , nama nya saung . seakan ada di desa . makanan nya adalah menu sehari-hari . nasi nya di bungkus daun pisang . ayam nya kurang besar . ayam kecap nya enak",1,restoran punya meja makan tengah sawah nama saung seakan desa makanan menu sehari nasi bungkus daun pisang ayam kurang besar ayam kecap enak
"menyesal kami mengadakan acara makan malam di restoran ini . bersama rekan-rekan kantor , saat itu kami pesan beberapa macam menu , di antara nya beef steak , buntut bakar , udon soup , hot chocolate , dan es kopi . untuk rasa makanan , standar saja , biasa-biasa saja ! tidak ada yang istimewa , hanya istimewa pada tempat nya saja yang elite .",-1,menyesal mengadakan acara makan malam restoran rekan rekan kantor pesan menu beef steak buntut bakar udon soup hot chocolate es kopi untuk rasa makanan standar istimewa istimewa tempat elite
"harga nya cukup terjangkau , kebetulan banyak menu yang saya pesan dan rasanya 8 / 10 . tempat yang saya datangi di dekat pasir koja di mal festival citylink dan dekat dengan hotel yang saya datangi . tempat nya nyaman dan juga bersih , pelayanan nya juga baik",1,harga cukup terjangkau kebetulan menu pesan rasanya tempat datangi pasir koja mal festival citylink hotel datangi tempat nyaman bersih pelayanan baik
anjing-anjing fpi memang harus di musnahkan . fpi itu mental pengemis tidak mau kerja . bawa kotak amal keliling kampung,-1,anjing anjing fpi musnahkan fpi mental pengemis kerja bawa kotak amal keliling kampung
tempat nya romantis . miliar saja nya kayu-kayu begitu . harga nya menengah ke atas . parkir nya luas . menu nya lumayan beragam . pemandangan nya kereen . sayang saya datang nya kemaleman jadi tidak bisa melihat galeri kayu nya . bisa gesek pakai kartu . mau foto-foto ? pelayan nya baik-baik kok membantu kita foto hai,1,tempat romantis miliar kayu kayu harga menengah atas parkir luas menu lumayan beragam pemandangan keren sayang datang kemaleman jadi melihat galeri kayu gesek pakai kartu foto foto pelayan baik baik membantu foto hai
"dikasih barang jelek , dipengembalian barang tetap dikirim barang jelek . daripada pingpong ya wes pasrah saja .",-1,dikasih barang jelek dipengembalian barang tetap dikirim barang jelek pingpong wes pasrah
"konro bakar nya mantap , daging nya empuk kuah nya mantap . coto nya juga enak . ada mi tik tik dan nasi goreng merah juga . hati hati kalau pesan mie dan nasi goreng nya buat sendirian karena porsi nya bisa buat 3 orang .",1,konro bakar mantap daging empuk kuah mantap coto enak mi tik tik nasi goreng merah hati hati pesan mie nasi goreng sendirian porsi orang
"dapoer pandan wangi punya menu-menu masakan sunda yang sangat rumahan , unik dan juga enak ! tapi kalau datang di hari minggu malam . pasti tidak dapat tempat . paling suka sup ikan kuah merah dan sambal jengkol . lezat !",1,dapoer pandan wangi punya menu menu masakan sunda rumahan unik enak datang minggu malam tempat suka sup ikan kuah merah sambal jengkol lezat
"banyak pilihan makanan khas bandung dan harga relatif masuk akal murah , disajikan dengan konsep traditional dengan piring dan gelas terbuat dari seng menyenangkan .",1,pilihan makanan khas bandung harga relatif masuk akal murah disajikan konsep traditional piring gelas terbuat seng menyenangkan
kepala kakap nya mantap banget empuk dengan paduan bumbu yv meresap dengan pas . pelayanan nya serba cepat dan ramah khas rumah makan padang . lokasi strategis dan tempat parkir yang memadai .,1,kepala kakap mantap banget empuk paduan bumbu yv meresap pas pelayanan serba cepat ramah khas rumah makan padang lokasi strategis tempat parkir memadai
"beli burger ini di dekat factory outlet di jalan riau bandung , harga nya murah mulai dari 20 ribu sudah dapat beef burger . kalau mau yang enak cobain yang double beef cheese burger . tidak kalah dengan makanan cepat saji ternama .",1,beli burger factory outlet jalan riau bandung harga murah mulai ribu beef burger enak coba double beef cheese burger kalah makanan cepat saji ternama
salah satu tempat tongkrongan di bandung yang pemandangan nya indah banget dimalam hari dengan tiupan angin yang sangat dinginkan sekali enak nya kalau ke sini minum wedang ronde dan makan sup zupa atau tom yam soup,1,salah satu tempat tongkrongan bandung pemandangan indah banget dimalam tiupan angin dinginkan enak minum wedang ronde makan sup zupa tom ya soup
"harus pimpinan fpi insya allah tidak punya pemikiran seperti itu , sabotase jelas di luar konteks ajaran islam , islam itu rahmatan lil alamin .",1,pimpinan fpi insya allah punya pemikiran sabotase jelas luar konteks ajaran islam islam rahmatan lil alamin
oh iya ini juga kalau rayen tinggal diurabaya udah pasti nggak bakal satu sekolah sama eze tipikal anak bas ,-1,oh rayen tinggal diurabaya bakal satu sekolah eze tipikal anak bas
"saya berlibur bersama keluarga dengan 3 anak ke mah seniman , benar-benar perpaduan villa , alam dan gallery yang elok . interior ruangan gaya jawa kuno , dengan ranjang berkelambu yang sangat mengesankan teringat masa kecil masih pakai kelambu hai . lantai kayu yang adem . kamar mandi yang luas dengan batu tube . danau yang indah dengan saung-saung artistik , restoran yang artistik dan menu-menu yang unik .",1,berlibur keluarga anak mah seniman benar benar perpaduan villa alam gallery elok interior ruangan gaya jawa kuno ranjang berkelambu mengesankan teringat masa pakai kelambu hai lantai kayu adem kamar mandi luas batu tube danau indah saung saung artistik restoran artistik menu menu unik
ayam panggang kecap dimakan sama nasi enak banget apalagi kecap nya spesial banget enak nya dan ayam goreng nya juga enak banyak variasi makanan lainnya,1,ayam panggang kecap dimakan nasi enak banget kecap spesial banget enak ayam goreng enak variasi makanan
"zuppa sup nya manis , corn krim soup nya juga manis banget . sampai enek makan nya . dengan harga yang mahal , krim soup rasanya dibuat dari tepung instan . dinot sepadan to dicoba .",-1,zuppa sup manis corn krim soup manis banget enek makan harga mahal krim soup rasanya dibuat tepung instan dinot sepadan tryout dicoba
"saat saya ingin mencari makanan yang berbagai macam pilihan , saya pun di rekomendasikan oleh teman untuk makan di sini , selain murah juga nikmat makanan nya . hanya saja sedikit lama untuk kita menunggu pesanan .",1,mencari makanan berbagai pilihan rekomendasikan teman untuk makan murah nikmat makanan untuk menunggu pesanan
tempat nya bagus . romantis . cocok buat ajak pasangan / keluarga . makanan nya enak . coba deh buntut goreng nya,1,tempat bagus romantis cocok ajak pasangan keluarga makanan enak coba deh buntut goreng
"rest area km 97 , dapoer penyet . restoran nya bersih , pelayanan nya lumayan ramah , harga makanan berkisaran 10k sampai dengan 70k . tapi rasa masakan nya , saya memesan sop iga waktu itu , sedikit-sedikit berbau basi . mau komplain sudah malas duluan karena sikon lagi puasa . heddeeeh .",-1,rest area dapoer penyet restoran bersih pelayanan lumayan ramah harga makanan berkisaran rasa masakan memesan sop iga waktu berbau basi komplain malas duluan situasi dan kondisi puasa heddeh
"sierra kafe terletak di daerah dago pakar , terdiri dari indoor dan di luar . pemandangan di luar saat malam hari terlihat indah dengan gemerlap lampu kota bandung . makanan yang disajikan dan suasana nya cukup enak , ada live music nya juga .",1,sierra kafe terletak daerah dago pakar indoor luar pemandangan luar malam terlihat indah gemerlap lampu kota bandung makanan disajikan suasana cukup enak live music
konsep retro nya boleh juga . tapi tapi tapi harga makanan nya terlalu mahal buat sebuah warung . lagipula masakan bukan dari klas bintang atau bikinan chef handal kok,-1,konsep retro harga makanan mahal warung lagipula masakan kelas bintang bikinan chef handal
kuliner bandung sangat fantastis . saya sangat menyukai wisata kuliner di bandung . tempat nya nya sangat strategis harga harga nya murah tapi rasanya fantastis .,1,kuliner bandung fantastis menyukai wisata kuliner bandung tempat strategis harga harga murah rasanya fantastis
bumbu yang enak dan murah dan mudah dijangkau dari pvj . tempat nya biasa saja tidak ada yang spesial . tetapi makanan dan harga nya menurut saya memuaskan . jadi setimpal .,1,bumbu enak murah mudah dijangkau pvj tempat spesial makanan harga menurut memuaskan jadi setimpal
mm sedih deh kalau ke sini selalu menunggu : mie nya pedas banget . hehe bangku nya juga tambahkan dong biar tidak menunggu,-1,mm sedih deh menunggu mie pedas banget he bangku tambahkan menunggu
i dont know why but these zikir sangat membantu aku pon dapat hasil dari orang retweetambil usaha sambil doa insha alla ,1,dont know why but these zikir membantu pon hasil orang retweetambil usaha doa insha alla
"hampir setiap minggu mampir beli bubur apa amis . di jalan padjadjaran , jalan merdeka , jalan suryasoemantri dan di bale endah . bubur nya kentel dengan potongan ayam suwir , cakue tambahan telur dan ati ampela jika suka . jus jeruk , sirsak bahkan wortel bisa dipesan . tempat nya sederhana dan membuat nyaman .",1,minggu mampir beli bubur amis jalan padjadjaran jalan merdeka jalan suryasoemantri bale endah bubur kentel potongan ayam suwir cakue tambahan telur ati ampela suka jus jeruk sirsak wortel dipesan tempat sederhana membuat nyaman
member ramai deh bertukar geng anti vaksin sjak covid taksub konspirasi haha,-1,member ramai deh bertukar geng anti vaksin sjak covid taksub konspirasi tertawa
menkeu dinamika second wave harapan vaksin isu politik pemilihan presiden as price pasar emerging countries berpotensi tumbuh pesat meminimalkan risiko covid menjaga ssk,-1,menkeu dinamika second wave harapan vaksin isu politik pemilihan presiden as price pasar emerging countries berpotensi tumbuh pesat meminimalkan risiko covid menjaga
benda yang aku rasa tak perlu nak bawak gurau 1 rupa paras 2 bentuk badan 3 insecurities kita contohnya kita gagap pas ,-1,benda rasa perlu bawa gurau rupa paras bentuk badan insecurities contohnya gagap pas
orang ini yang bernama tito yang tidak adil kepada rakyat dan selalu memusuhi ulama dan orang islam semoga segera mendapat adzab allah didunia ini .,-1,orang bernama tito adil rakyat memusuhi ulama orang islam semoga mendapat adzab allah didunia
