,tweet,labels
6126,"pelayanan nya ramah , suasana nya benar-benar hangat dan nyaman , pemandangan nya indah . tatanan alat makan nya juga bagus . udara nya sejuk . terdapat acoustic live juga pada hari tertentu .",1
7075,sambal nya enak banget pedas nya paket murmer ayam sambal ijo dapat setengah badan paha 1 dada 1 cuma 24 ribu lumayan ada sama nasi paket ikan kerapu atau bawal oke juga kalau pilih tempat duduk jangan dekat pembakaran nya asap nya luar biasa seluruh badan bau asep semua,1
9,"simcard indosat inaktiv gara-gara lupa isi pulsa dan kabar nya aktif jika pinda ke pasca bayar , ribet banget",-1
10555,saya senang berbelanja di matahari mal,1
5591,"menu utama adalah indomie dengan variasi topping . rasanya , . ya indomie . tidak terlalu istimewa . cocok untuk tempat santai dan nongkrong anak anak muda karena penyedia aneka permainan papan . kopi gayo dan latte nya oke . roti bakar green tea juga oke .",1
20514,nah iya aku nangis pas mereka audisi trus dikomentarin pedes bgt apalagi episode terakhir ampe skrg ,-1
1873,selai srikaya yang enak nya tiada lawan . toast - nya itu kalau dimakan hangat-hangat sangat yummy . recommended srikaya keju - nya . layak dicoba .,1
12887,percuma baik kalo gak mau sama aku ,-1
9653,tidak sopan,-1
20034,pengen mejuhin kamu,-1
21458,ya allah jadi inget mantan kenapa kamu ada di timeline aquh,-1
1705,akses internet ini lelet nya minta ampun,-1
11007,jangan percaya dengan agama buddha . agama itu saja tidak punya tuhan . agama sesat itu .,-1
14115,kenapalah aku kena duduk depan drama queen ni urghhhh ,-1
22990,kita buat aja ya tapi aku juga masih sedih nih ,-1
19929,kalau lg pms tuh selalu deh habis mood2an gitu beberapa jam kemudian nyesel kasian td pagi pas gue lg rapihin baju ,-1
17608,jurina san kapan datang ke jakarta yaa apa dia tunggu aku yang ke jepang wkkwkwkw candadoeloe aamiinin ajaa ,1
20721,mereka yang bukan saudaramu dalam iman adalah saudaramu dalam kemanusiaan dan tujuan kita dihadirkan ke dunia adalah un ,1
23443,pemerintah berupaya menekan penyebaran covid salah satunya menyediakan vaksin covid,-1
9394,"resto nya bagus dan besar . waktu ke sini saat makan siang dan hari minggu ramai sekali pengunjung . makanan nya enak enak , gurame goreng dan sambal nya mantap .",1
1775,"lokasi dekat tempat wisata belanja oke . dari luar kelihatan kecil tapi begitu masuk , dengan lorong di kanan banyak ruangan bisa dipilih . teras belakang yang terbuka dan cukup luas banyak juga pilihan tempat dan cukup nyaman untuk menikmati makanan sambil mengobrol . menu yang ditawarkan tidak terlalu banyak dengan harga yang terjangkau .",1
21769,buat kamu bukan hanya rindu tapi sampai saat ini cuma aku yg masih bertahan ,-1
9474,"menginap di hotel ibis 4d3n , dan selama 3 hari kami sarapan di tempat ini . awal nya sangat menarik , dengan pilihan sarapan yang cukup banyak . ada nasi , mi , bubur , roti , buah-buahan dan jus . tapi menu sarapan nya tidak banyak yang berubah buat 2 hari berikut nya . pelayanan nya cukup baik dan sigap , suasana ruangan juga cukup baik walaupun sangat ramai pada saat liburan .",1
2734,"gudang lawas ini beralamat di jalan pandu nomor 30 , dari luar hanya terlihat seperti rumah biasa , lebih seperti tempat tinggal . namun setelah masuk ke dalam sangat terasa sekali atmosfer nuansa lawas nya , di dalam nya dipenuhi barang-barang kuno antik layaknya rumah kayu jaman dulu . unik nya lagi , cafe atau resto dengan konsep rumah kayu identik dengan makanan sunda atau makanan tradisional .",1
18191,innalillahi bunda semalam dipukuli sekelompok orangaat ini keadaan babak belur hei kalian beraninya sama ib ,-1
21565,kesakitan membuat anda berpikir pikiran membuat anda bijaksana kebijaksanaan membuat kita bisa bertahan dalam hidup ,-1
2735,"di resto ini banyak sekali disediakan kuliner aceh . mulai dari mi goreng aceh , nasi goreng aceh , martabak aceh , roti cane , dll. rasanya lezat , minyak nya dalam makanan nya tidak berlebihan . porsi nya juga pas .",1
8705,"saya tahu mas kesal banget . mas fadlil memang salah tapi sampai bully personal lift nya di instagram dan facebook memang keterlaluan banget sih , bagaimana pun itu kan privasi dia . kecewa bikin konten kritis di tapi ternyata main persekusi begini .",-1
20461,solidaritas dunia bersahabat ,1
4013,maling yang sebenarnya sudah di pastikan bernama lulung,-1
15996,aku kreatif wkwkwkwwkwk mayan seimbang lah ,1
23605,kabar uji klinik vaksin covid sehat indonesiaku bersatu kalahkan kovid,1
12318,biasalah tu perempuan kena berjaga jaga muka malaikat pun kadang2 perangai syaitan jugak aku pernah gak camni lari laju teruk ,-1
9941,"tinggal telpon apa susah nya , dipaket nya tertulis jelas nama nomor telepon sama alamat lengkap nya . mengaku yes bayar mahal tapi pelayanan seperti tahi ! sampai sekarang masih belum sampai .",-1
5974,"tadi nyobain telor asin terenak di prambanan dan sekitar nya , kalau mau pesan les 085868725403 ibu yati . dijamin mantap .",1
11457,"dibandingkan resto sunda lainnya , rasanya tidak istimewa . saya memesan ayam hejo , dengan rasa yang kurang enak . makanan dinikmati beralaskan daun pisang . tempat nya selalu ramai terutama pada siang hari .",1
18506,teasernya yuri baru liat amp rada mirip latin juga ,1
10290,"terlalu pintar berkilah , merangkai kata , dan mencari alasan untuk membela diri . jika sudah ketahuan , si penipu biasanya sangat pintar berkilah , merangkai kata , mencari alasan demi alasan untuk membela diri , meyakinkan korban nya bahwa dia jujur , dia tidak bersalah , dan seterusnya . bagi yang mudah tertipu , dia mungkin masih percaya pada alasan-alasan berkilah tersebut . namun bagi orang yang bersikap kritis , mereka pasti melihat banyak hal aneh , bahkan kejanggalan dan saling berkontradiksi pada ucapan-ucapan dan alasan-alasan si pembohong tersebut .",-1
3558,"cuma tolakangkan yang benar-benar mempan menolak angin-angin jahat ini , mantips !",1
32,makanan tradisional yang selalu rasanya stabil iga garang asam nya dan java steak nya jangan lupa ya dicoba hidangan penutup semua kue enak lemper soes fla gulung . enak sekali tidak ada yang tidak enak kalau makanan di sini .,1
4904,"terima kasih , pak .",1
19825,di peringatan hari kesaktian pancasila ini saatnya kita mengamalkan nilai nilai persatuan yang terkandung di dalamnyaaatn ,1
23147,gue curiga vaksin covid cina bahaya mskipun gue tenaga medis kecurigaan gue hilang,-1
8509,"shadaqta . di sanalah habib dan fpi mengambil peran . penanam padi banyak , pembasmi hama kurang , maka dari itu sering dimusuhi wereng coklat sampai predator omnivora tinggi risk tidak return tepat sekali tapi allahlah sebaik2 pemberi balasan barakallah fikus ustaz",-1
20568,hai mohon maaf atas ketidaknyamanannya silakan kamu menunggu konfirmasi dari pelapak atau jika pelapak t ,-1
9822,"bangsat kau ingin banget gua menguliti kamu , gua ini muslim tapi gue benar benar jijik lihat muka egy sujana , usir saja orang seperti itu jangan boleh hidup di indonesia .",-1
23218,suntik mentri takut corona rakyat takut corona paksa vaksin,-1
2399,"kang hasil pembangunan trotoar di depan riau junction tidak di bereskan kembali , alhasil tempat pejalan kaki kotor",-1
20017,memuliakan kita itu tugas tuhan jangan diambil alih dengan sikap belaguemakin jaim justru semakin dihina,-1
9526,"restoran ini terletak jauh dari pusat kota bandung , namun suasana nya sangat romantis . perlu kendaraan pribadi atau rental yang cukup tinggi seperti kijang atau sejenis nya karena lokasi nya berbukit . pelayanan nya dibuka di petang / malam hari dan kalau berjumlah banyak , maka pesanan tempat adalah lebih aman . begitu anda masuk lingkungan restoran disambut dengan lampu obor . di lokasi terdapat air mengalir dengan deras nya . jadi harus lebih berhati-hati .",1
23237,vaksin virus covid hasil pengembangan lembaga biomolekuler eijkman ditargetkan rampung pertengahan vaksin bernama merah putih dikembangkan eijkman strain virus corona,-1
7999,"resto ini letak nya agak di dalam , masuk kompleks perumahan . saya datang saat malam dan sangat ramai di akhir pekan sehingga saya harus menunggu daftar tunggu . saat menunggu ada toko dan kios-kios yang bisa dikunjungi sambil menunggu harga nya harga resto jakarta tapi porsi nya besar jadi satu menu bisa dimakan berdua . model nya pondok-pondokan . saya keluarga besar dapat satu pondok sendiri dan sangat mengasyikkan .",1
15888,hahahahaha kena la censored nanti ada anjing menyalak aku kena panggil nanti hahahahaha,1
7569,untuk menuju ke tempat ini jalan nya sangat macet dan jauh dari pusat kota bandung . sesampai nya di sana tidak ada hal yang spesial yang membuat perjalanan jauh terbayarkan . makanya biasa dan harga minuman nya mahal .,-1
5680,gua marah kesal jengkel ke xl axis telkomsel gua enggak pernah kayak gini,-1
5243,"menyenangkan , makanan enak tapi ya pelayanan kurang , terlalu lama makanan yang dipesan , minuman juga enak enak",-1
8349,"tidak lebay , menurut saya di sinilah jus stroberi paling enak di bandung . 12 tahun lebih dan saya masih setia mampir ke sini . kalau perut lagi gerilya minta diisi juga boleh ditambahkan dengan mi yamin nya , direkomendasikan juga kok .",1
13026,tydack percaya aku ,-1
9692,tidak tega,1
12659,apa yang kau nak sebelum meninggal aku nak sebelum aku mati allah ampunkan semua dosa aku dan matikan aku dalam kead ,-1
12650,aku mungkin luaran nampak happy go lucky sentiasa tersenyum dgn orang sekeliling friendly gelak ketawa sampai berdekah a ,1
17015,aduh iyaiya kamu yang pertama deh yang lain lewat ,1
7080,"paling suka makan ayam bakar bumbu bali , sambal nya mantap , tempat nya cocok buat kumpul bareng keluarga",1
12116,"pilihan makanan di sini lengkap , banyak banget dari masakan indonesia , asia , sampai makanan barat . minuman nya juga unik-unik . saya suka sama iga konro di sini enak dan segar . harga nya juga relatif terjangkau . tempat nya juga nyaman dan berkonsep .",1
2667,tempat nostalgia dari tahun 1999 di saat itu masih sangat jarang restoran yang menyajikan steak dengan harga terjangkau untuk kantong anak kuliahan . tempat nya yang strategis dengan interior yang nyaman juga rasa yang enak membuat tempat ini menjadi favorit saya dan pasangan . sampai saat ini apabila melewati setiabudi pasti disempatkan untuk mampir .,1
23913,sih layak jawasentris pembangunan infrastruktur terpusat pulau jawa vaksin jawa jawa pengin sehat hehe,1
9494,"baru tahu honda hari - v gh 1 taun 2000 dari , pas melihat di jalan tol ada mobil itu berasa wah banget __laugh__",1
135,"senang sekali bisa berkunjung di ayam penyet bu tris , banyak menu yang tersedia , tapi pada saat itu saya hanya mencoba makanan sate , sungguh nikmat dan romantis sekali makan sambil ditemani dengan alunan live musik .",1
22980,First in love with them becaouse Bigbang tapi malah makin kesini makin bucin ke mereka daripada Bigbangn ,-1
19579,dihhhh ms lanjut masa bodoh gw bilang lo mw ngomong apapun ttep sombo ,-1
21514,kamu terus ih aku bosen,-1
23852,pemerintah mengerahkan daya upaya melindungi rakyat menyediakan vaksin covid aman efektif mencegah penularannya tahapan pengembangan vaksin covid saksikan selamat siang wib,1
4494,"lokasi strategis di riau , tempat yang nyaman , boleh dicoba tenderloin black papper yang enak , minum jus stroberi sangat cocok",1
5181,hotel paling hitungan dan pelayanan terburuk dengan harga mahal .,-1
11140,"lokasi nya ada di jalan cibadak yang memang menjadi sentra makanan non-halal di bandung . jadi juga jangan heran kalau di sini menyajikan makanan babi non-halal : d tempat nya sih biasa saja , standar rumah makan dengan meja dan kursi rapi seadanya . bukan kafe tematik yang fotogenik . tapi makanan nya luar biasa ! tampilan nya oke , rasanya enak , harga nya juga reasonablelah untuk babi . salah satu yang banyak direkomendasikan . sip .",1
1235,menyesal gua rambut rambut bondol,-1
14172,jadi diri sendiri uke ga harus cute tapi uke harus lelaki lagipula kalau seseorang tidak suka dengan ,-1
18696,suksesi pileg dan pilpres demokrat gelar bimtek ,1
674,"sangat bagus pemandangan dari lantai 18 the trans luxury hotel , cocok untuk merayakan acara istimewa dengan orang-orang yang teristimewa . makanan yang disajikan pun sangat enak mulai dari appetizer , main course dan makanan penutup tidak ada yang mengecewakan . pelayanan yang ramah semakin membuat tempat ini menyenangkan . ada skywalk juga , buat saya yang takut ketinggian jadi pengalaman yang seru dan menengangkan ketika mencoba .",1
9529,"ikan selalu jadi pilihan terakhir untuk jadi lauk . tapi saya bisa makan bawal bakar goreng di redsdipo , sejak masih kaki lima - an di jalan . diponegoro . enak ! sambal nya walaupun cuma cocol sedikit bikin mata melek , panas di mulut tapi tidak bikin sakit perut . terima kasih sudah buka di jakarta ! bisa ngobatin kangen sama bandung :",1
9404,"jadi yang bapak tahu apa ?! tidur saja pak , tidak usah bangun lagi .",-1
1583,"tempat nya agak sulit dijangkau karena harus memasuki daerah ruko . sejauh ini , tempat ini rekomendasi banget buat kopi time , interior ruangan nya oke , cappuccino nya pas dan nasi goreng kampung nya badai . seru !",1
20959,disamping bekerja keras cerdas tuntas kita juga harus bekerja ikhlas karena dengan keikhlasan tersebut kita bisa menerima ,1
19611,beruntung lah kalian yang masih bisa menikmati sepak bola di kota kalian sendiri ada insiden kecil ataupun besar masih ,1
4572,tempat makan zaman dahulu yang terletak di jalan yang sangat legenda di pusat kota bandung . jalan braga adalah jalan tempat banyak orang nongkrong dari segala kalangan . bahkan biasanya banyak bule berjalan kaki . nuansa kolonial terasa sekali di restoran ini . cocok untuk nongkrong santai atau untuk pertemuan poin . rasa makanan tergolong biasa . kue-kue - nya beragam pilihan cukup menarik .,1
803,"tidak susah kok cari nya , menyusuri saja jalan bukit pakar timur seperti arah mau ke the valley nanti lokasi nya ada di sebelah kiri . nasi ayam hijau nya rekomendasi nih , ayam nya empuk banget dan tumisan kangkung nya juga enak banget , harga nya / - 55.000 , - di kebon awi ini kami memang hanya memesan 1 maincourse karena kan menyiapkan perut untuk selanjutnya destination :",1
20213,jadi kesedihan segelap apapun tak boleh merampas kemanusiaan kita ,-1
424,"menyesal kami mengadakan acara makan malam di restoran ini . bersama rekan-rekan kantor , saat itu kami pesan beberapa macam menu , di antara nya beef steak , buntut bakar , udon soup , hot chocolate , dan es kopi . untuk rasa makanan , standar saja , biasa-biasa saja ! tidak ada yang istimewa , hanya istimewa pada tempat nya saja yang elite .",-1
8308,"makan siang di le marly mencoba tarantasca yang favorit . enak , cream pemesan sauce nya juara ditambah peach mojito . enak !",1
11403,"tangkap itu orang . orang itu sok suci , sok bijak doang . tau nya malah korupsi juga .",-1
4400,"batagor kingsley rasanya pas dan enak karena ikan nya cukup terasa , sayang porsi nya cukup kecil jadi kalau mau agak kenyang mungkin cocok pesan dua piring . untuk harga cukup terjangkau , dan yang pasti batagor ini bisa dibawa pulang untuk oleh-oleh .",1
3258,"saya makan di cimahi mal waktu itu , untuk tempat duduk nya ada di dalem . ada juga bagian luar dengan pemandangan kota cimahi . menu nya termasuk murah dan porsi nya banyak",1
18560,sudahlah gaji kecil epf takde bos taknak carum epf pun taknak reportocso pun takde apa ke malang bebudak zaman ni ,-1
